Latitude,Longitude,NDVI,Soil_Moisture,Elevation,Fertility,Fertility_Level
20.942289471385788,74.32000399071094,0.08569229,0.008264462,-12.76958,390.0,High
20.94201997680055,74.32000399071094,0.08775045,0.024793388,-13.53997,389.0,High
20.941750482215316,74.32000399071094,0.07365721,0.027548209,-15.435557,388.0,High
20.94148098763008,74.32000399071094,0.074155584,0.05785124,-14.891968,388.0,High
20.941211493044843,74.32000399071094,0.06879114,0.046831954,-15.351671,388.0,High
20.940941998459607,74.32000399071094,0.06361785,0.0523416,-16.388044,386.0,High
20.94067250387437,74.32000399071094,0.049149815,0.03305785,-17.595955,387.0,High
20.940403009289135,74.32000399071094,0.050246596,0.027548209,-18.422098,387.0,High
20.9401335147039,74.32000399071094,0.07360473,0.07438017,-18.36947,386.0,High
20.939864020118666,74.32000399071094,0.08849885,0.11570248,-17.486452,386.0,High
20.93959452553343,74.32000399071094,0.11201639,0.14600551,-15.658552,388.0,High
20.939325030948194,74.32000399071094,0.15681794,0.23415978,-14.372108,390.0,High
20.939055536362957,74.32000399071094,0.14583081,0.23415978,-15.716076,390.0,High
20.93878604177772,74.32000399071094,0.08407718,0.06887052,-17.6524,390.0,High
20.938516547192485,74.32000399071094,0.060106665,0.013774104,-18.901594,391.0,High
20.93824705260725,74.32000399071094,0.051452894,0.002754821,-17.119354,391.0,High
20.937977558022013,74.32000399071094,0.16677544,0.18181819,-13.3126955,391.0,High
20.937708063436776,74.32000399071094,0.2220493,0.35812673,-9.60407,390.0,High
20.93743856885154,74.32000399071094,0.21054952,0.28099173,-10.242712,389.0,High
20.937169074266304,74.32000399071094,0.1426576,0.12947658,-12.977127,390.0,High
20.93689957968107,74.32000399071094,0.14131565,0.110192835,-12.734079,393.0,High
20.936630085095835,74.32000399071094,0.18180542,0.2231405,-11.152156,395.0,High
20.9363605905106,74.32000399071094,0.17328382,0.19283746,-11.754434,395.0,High
20.936091095925363,74.32000399071094,0.16423804,0.16804408,-11.226149,394.0,High
20.935821601340127,74.32000399071094,0.13991983,0.11294766,-11.846373,393.0,High
20.93555210675489,74.32000399071094,0.13130473,0.1046832,-14.07662,394.0,High
20.935282612169654,74.32000399071094,0.13534644,0.071625344,-12.777661,398.0,High
20.93501311758442,74.32000399071094,0.20128292,0.3030303,-9.066751,400.0,High
20.934743622999182,74.32000399071094,0.15858704,0.1570248,-11.688039,400.0,High
20.934474128413946,74.32000399071094,0.17434707,0.19559228,-12.006752,400.0,High
20.93420463382871,74.32000399071094,0.18183422,0.19559228,-12.996771,401.0,High
20.933935139243477,74.32000399071094,0.15452854,0.13774104,-12.683045,402.0,High
20.93366564465824,74.32000399071094,0.1222572,0.09366391,-12.560277,403.0,High
20.933396150073005,74.32000399071094,0.13844231,0.10743801,-11.612581,403.0,High
20.93312665548777,74.32000399071094,0.2183036,0.32506886,-9.295625,403.0,High
20.932857160902532,74.32000399071094,0.23264961,0.40220386,-9.119216,400.0,High
20.932587666317296,74.32000399071094,0.18010183,0.23966943,-11.142105,397.0,High
20.93231817173206,74.32000399071094,0.21150765,0.33333334,-10.014506,398.0,High
20.932048677146824,74.32000399071094,0.21536267,0.3140496,-10.72212,398.0,High
20.931779182561588,74.32000399071094,0.19813527,0.261708,-10.426484,398.0,High
20.93150968797635,74.32000399071094,0.23878862,0.38292012,-10.069403,399.0,High
20.931240193391115,74.32000399071094,0.21607327,0.32506886,-9.985547,400.0,High
20.930970698805883,74.32000399071094,0.20840214,0.3030303,-9.007289,400.0,High
20.930701204220647,74.32000399071094,0.18760869,0.2369146,-10.640095,399.0,High
20.93043170963541,74.32000399071094,0.19304232,0.261708,-11.0428095,397.0,High
20.930162215050174,74.32000399071094,0.1517379,0.12672177,-11.448819,397.0,High
20.929892720464938,74.32000399071094,0.18031433,0.20385675,-11.984861,401.0,High
20.929623225879702,74.32000399071094,0.21015443,0.30027547,-11.466295,403.0,High
20.929353731294466,74.32000399071094,0.21368322,0.3030303,-11.421756,403.0,High
20.92908423670923,74.32000399071094,0.19559737,0.2369146,-10.216715,403.0,High
20.928814742123993,74.32000399071094,0.21827644,0.3140496,-10.645869,404.0,High
20.928545247538757,74.32000399071094,0.17100632,0.1570248,-11.257672,405.0,High
20.92827575295352,74.32000399071094,0.17282562,0.15977961,-11.306695,404.0,High
20.928006258368285,74.32000399071094,0.17964482,0.18457301,-10.456595,402.0,High
20.927736763783052,74.32000399071094,0.19127491,0.17630854,-9.702383,400.0,High
20.927467269197816,74.32000399071094,0.21759908,0.30027547,-9.3960705,398.0,High
20.92719777461258,74.32000399071094,0.22769462,0.36088154,-9.377568,397.0,High
20.926928280027344,74.32000399071094,0.22303802,0.3415978,-11.194988,397.0,High
20.926658785442108,74.32000399071094,0.17555581,0.16253443,-12.241399,399.0,High
20.92638929085687,74.32000399071094,0.17243993,0.19008264,-11.503318,401.0,High
20.926119796271635,74.32000399071094,0.13060802,0.10743801,-12.108134,401.0,High
20.9258503016864,74.32000399071094,0.13618903,0.1184573,-12.058788,402.0,High
20.925580807101163,74.32000399071094,0.13672161,0.1184573,-11.671123,403.0,High
20.925311312515927,74.32000399071094,0.12886924,0.071625344,-12.34453,403.0,High
20.92504181793069,74.32000399071094,0.13209972,0.08815427,-12.869699,402.0,High
20.924772323345458,74.32000399071094,0.12984198,0.07438017,-12.68701,402.0,High
20.92450282876022,74.32000399071094,0.167972,0.14600551,-11.029778,403.0,High
20.924233334174986,74.32000399071094,0.19637996,0.29476583,-10.4843855,403.0,High
20.92396383958975,74.32000399071094,0.18281314,0.26997244,-10.298489,404.0,High
20.923694345004513,74.32000399071094,0.1876958,0.2369146,-9.72764,402.0,High
